斥,备焙,谰搁悼,夸老,岿,林吝/林富,乞闭 蜡悼牢备
2018,秦款措备,快力2悼,荐,6,林吝,"82,655"
2018,秦款措备,快力2悼,荐,7,林吝,"81,004"
2018,秦款措备,快力2悼,荐,8,林吝,"91,824"
2018,秦款措备,快力2悼,荐,9,林吝,"83,819"
2018,秦款措备,快力2悼,荐,10,林吝,"83,004"
2018,秦款措备,快力2悼,荐,11,林吝,"69,729"
2018,秦款措备,快力2悼,荐,12,林吝,"78,023"
2018,秦款措备,快力2悼,格,1,林吝,"70,143"
2018,秦款措备,快力2悼,格,2,林吝,"70,524"
2018,秦款措备,快力2悼,格,3,林吝,"75,633"
2018,秦款措备,快力2悼,格,4,林吝,"69,867"
2018,秦款措备,快力2悼,格,5,林吝,"72,862"
2018,秦款措备,快力2悼,格,6,林吝,"80,568"
2018,秦款措备,快力2悼,格,7,林吝,"82,442"
2018,秦款措备,快力2悼,格,8,林吝,"91,652"
2018,秦款措备,快力2悼,格,9,林吝,"83,012"
2018,秦款措备,快力2悼,格,10,林吝,"84,875"
2018,秦款措备,快力2悼,格,11,林吝,"73,852"
2018,秦款措备,快力2悼,格,12,林吝,"79,261"
2018,秦款措备,快力2悼,陛,1,林吝,"74,949"
2018,秦款措备,快力2悼,陛,2,林吝,"71,756"
2018,秦款措备,快力2悼,陛,3,林吝,"76,786"
2018,秦款措备,快力2悼,陛,4,林吝,"72,786"
2018,秦款措备,快力2悼,陛,5,林吝,"75,092"
2018,秦款措备,快力2悼,陛,6,林吝,"82,355"
2018,秦款措备,快力2悼,陛,7,林吝,"85,209"
2018,秦款措备,快力2悼,陛,8,林吝,"92,105"
2018,秦款措备,快力2悼,陛,9,林吝,"86,771"
2018,秦款措备,快力2悼,陛,10,林吝,"89,127"
2018,秦款措备,快力2悼,陛,11,林吝,"77,810"
2018,秦款措备,快力2悼,陛,12,林吝,"85,625"
2018,秦款措备,快力2悼,配,1,林富,"82,621"
2018,秦款措备,快力2悼,配,2,林富,"84,121"
2018,秦款措备,快力2悼,配,3,林富,"86,415"
2018,秦款措备,快力2悼,配,4,林富,"83,466"
2018,秦款措备,快力2悼,配,5,林富,"87,576"
2018,秦款措备,快力2悼,配,6,林富,"96,077"
2018,秦款措备,快力2悼,配,7,林富,"95,908"
2018,秦款措备,快力2悼,配,8,林富,"104,566"
2018,秦款措备,快力2悼,配,9,林富,"100,233"
2018,秦款措备,快力2悼,配,10,林富,"101,742"
2018,秦款措备,快力2悼,配,11,林富,"93,635"
2018,秦款措备,快力2悼,配,12,林富,"97,116"
2018,荤惑备,饱过悼,老,1,林富,"60,113"
2018,荤惑备,饱过悼,老,2,林富,"61,625"
2018,荤惑备,饱过悼,老,3,林富,"61,074"
2018,荤惑备,饱过悼,老,4,林富,"67,017"
2018,荤惑备,饱过悼,老,5,林富,"61,088"
2018,荤惑备,饱过悼,老,6,林富,"61,260"
2018,荤惑备,饱过悼,老,7,林富,"60,141"
2018,荤惑备,饱过悼,老,8,林富,"61,794"
2018,荤惑备,饱过悼,老,9,林富,"62,868"
2018,荤惑备,饱过悼,老,10,林富,"65,128"
2018,荤惑备,饱过悼,老,11,林富,"66,802"
2018,荤惑备,饱过悼,老,12,林富,"61,505"
2018,荤惑备,饱过悼,岿,1,林吝,"55,564"
2018,荤惑备,饱过悼,岿,2,林吝,"57,730"
2018,荤惑备,饱过悼,岿,3,林吝,"57,155"
2018,荤惑备,饱过悼,岿,4,林吝,"59,992"
2018,荤惑备,饱过悼,岿,5,林吝,"59,446"
2018,荤惑备,饱过悼,岿,6,林吝,"57,811"
2018,荤惑备,饱过悼,岿,7,林吝,"56,446"
2018,荤惑备,饱过悼,岿,8,林吝,"58,152"
2018,荤惑备,饱过悼,岿,9,林吝,"56,128"
2018,荤惑备,饱过悼,岿,10,林吝,"61,012"
2018,荤惑备,饱过悼,岿,11,林吝,"60,868"
2018,荤惑备,饱过悼,岿,12,林吝,"55,277"
2018,荤惑备,饱过悼,拳,1,林吝,"55,847"
2018,荤惑备,饱过悼,拳,2,林吝,"57,935"
2018,荤惑备,饱过悼,拳,3,林吝,"58,937"
2018,荤惑备,饱过悼,拳,4,林吝,"60,580"
2018,荤惑备,饱过悼,拳,5,林吝,"57,420"
2018,荤惑备,饱过悼,拳,6,林吝,"59,171"
2018,荤惑备,饱过悼,拳,7,林吝,"56,221"
2018,荤惑备,饱过悼,拳,8,林吝,"58,247"
2018,荤惑备,饱过悼,拳,9,林吝,"59,321"
2018,荤惑备,饱过悼,拳,10,林吝,"62,078"
2018,荤惑备,饱过悼,拳,11,林吝,"60,476"
2018,荤惑备,饱过悼,拳,12,林吝,"58,803"
2018,荤惑备,饱过悼,荐,1,林吝,"56,225"
2018,荤惑备,饱过悼,荐,2,林吝,"59,442"
2018,荤惑备,饱过悼,荐,3,林吝,"60,482"
2018,荤惑备,饱过悼,荐,4,林吝,"60,168"
2018,荤惑备,饱过悼,荐,5,林吝,"58,572"
2018,荤惑备,饱过悼,荐,6,林吝,"59,837"
2018,荤惑备,饱过悼,荐,7,林吝,"56,426"
2018,荤惑备,饱过悼,荐,8,林吝,"58,557"
2018,荤惑备,饱过悼,荐,9,林吝,"60,813"
2018,荤惑备,饱过悼,荐,10,林吝,"61,918"
2018,荤惑备,饱过悼,荐,11,林吝,"61,310"
2018,荤惑备,饱过悼,荐,12,林吝,"57,346"
2018,荤惑备,饱过悼,格,1,林吝,"54,415"
2018,荤惑备,饱过悼,格,2,林吝,"58,646"
2018,荤惑备,饱过悼,格,3,林吝,"60,154"
2018,荤惑备,饱过悼,格,4,林吝,"59,434"
2018,荤惑备,饱过悼,格,5,林吝,"58,252"
2018,荤惑备,饱过悼,格,6,林吝,"58,916"
2018,荤惑备,饱过悼,格,7,林吝,"56,640"
2018,荤惑备,饱过悼,格,8,林吝,"57,610"
2018,荤惑备,饱过悼,格,9,林吝,"59,756"
2018,荤惑备,饱过悼,格,10,林吝,"61,058"
2018,荤惑备,饱过悼,格,11,林吝,"60,872"
2018,荤惑备,饱过悼,格,12,林吝,"54,049"
2018,荤惑备,饱过悼,陛,1,林吝,"56,884"
2018,荤惑备,饱过悼,陛,2,林吝,"56,600"
2018,荤惑备,饱过悼,陛,3,林吝,"61,539"
2018,荤惑备,饱过悼,陛,4,林吝,"61,242"
2018,荤惑备,饱过悼,陛,5,林吝,"60,109"
2018,荤惑备,饱过悼,陛,6,林吝,"59,853"
2018,荤惑备,饱过悼,陛,7,林吝,"57,837"
2018,荤惑备,饱过悼,陛,8,林吝,"60,678"
2018,荤惑备,饱过悼,陛,9,林吝,"61,810"
2018,荤惑备,饱过悼,陛,10,林吝,"62,717"
2018,荤惑备,饱过悼,陛,11,林吝,"63,824"
2018,荤惑备,饱过悼,陛,12,林吝,"57,844"
2018,荤惑备,饱过悼,配,1,林富,"61,887"
2018,荤惑备,饱过悼,配,2,林富,"62,097"
2018,荤惑备,饱过悼,配,3,林富,"64,382"
2018,荤惑备,饱过悼,配,4,林富,"65,103"
2018,荤惑备,饱过悼,配,5,林富,"62,371"
2018,荤惑备,饱过悼,配,6,林富,"63,006"
2018,荤惑备,饱过悼,配,7,林富,"61,300"
2018,荤惑备,饱过悼,配,8,林富,"62,971"
2018,荤惑备,饱过悼,配,9,林富,"65,476"
2018,荤惑备,饱过悼,配,10,林富,"67,791"
2018,荤惑备,饱过悼,配,11,林富,"69,302"
2018,荤惑备,饱过悼,配,12,林富,"63,168"
2017,吝备,巢器悼,老,1,林富,"60,976"
2017,吝备,巢器悼,老,2,林富,"49,559"
2017,吝备,巢器悼,老,3,林富,"48,372"
2017,吝备,巢器悼,老,4,林富,"46,244"
2017,吝备,巢器悼,老,5,林富,"25,895"
2017,吝备,巢器悼,老,6,林富,"26,852"
2017,吝备,巢器悼,老,7,林富,"44,672"
2017,吝备,巢器悼,老,8,林富,"43,399"
2017,吝备,巢器悼,老,9,林富,"38,544"
2017,吝备,巢器悼,老,10,林富,"41,138"
2017,吝备,巢器悼,老,11,林富,"37,021"
2017,吝备,巢器悼,老,12,林富,"33,454"
2017,吝备,巢器悼,岿,1,林吝,"29,729"
2017,吝备,巢器悼,岿,2,林吝,"22,792"
2017,吝备,巢器悼,岿,3,林吝,"21,926"
2017,吝备,巢器悼,岿,4,林吝,"20,259"
2017,吝备,巢器悼,岿,5,林吝,"22,004"
2017,吝备,巢器悼,岿,6,林吝,"22,475"
2017,吝备,巢器悼,岿,7,林吝,"34,952"
2017,吝备,巢器悼,岿,8,林吝,"35,892"
2017,吝备,巢器悼,岿,9,林吝,"29,830"
2017,吝备,巢器悼,岿,10,林吝,"32,724"
2017,吝备,巢器悼,岿,11,林吝,"28,528"
2017,吝备,巢器悼,岿,12,林吝,"27,476"
2017,吝备,巢器悼,拳,5,林吝,"21,346"
2017,吝备,巢器悼,拳,6,林吝,"22,476"
2017,吝备,巢器悼,拳,7,林吝,"29,774"
2017,吝备,巢器悼,拳,8,林吝,"36,671"
2017,吝备,巢器悼,拳,9,林吝,"28,923"
2017,吝备,巢器悼,拳,10,林吝,"31,111"
2017,吝备,巢器悼,拳,11,林吝,"28,304"
2017,吝备,巢器悼,拳,12,林吝,"24,079"
2017,吝备,巢器悼,荐,1,林吝,"29,963"
2017,吝备,巢器悼,荐,2,林吝,"22,476"
2017,吝备,巢器悼,荐,3,林吝,"22,564"
2017,吝备,巢器悼,荐,4,林吝,"21,286"
2017,吝备,巢器悼,荐,5,林吝,"22,019"
2017,吝备,巢器悼,荐,6,林吝,"22,404"
2017,吝备,巢器悼,荐,7,林吝,"30,426"
2017,吝备,巢器悼,荐,8,林吝,"34,513"
2017,吝备,巢器悼,荐,9,林吝,"31,010"
2017,吝备,巢器悼,荐,10,林吝,"30,354"
2017,吝备,巢器悼,荐,11,林吝,"28,455"
2017,吝备,巢器悼,荐,12,林吝,"24,588"
2017,吝备,巢器悼,格,1,林吝,"29,880"
2017,吝备,巢器悼,格,2,林吝,"22,729"
2017,吝备,巢器悼,格,3,林吝,"21,759"
2017,吝备,巢器悼,格,4,林吝,"21,814"
2017,吝备,巢器悼,格,5,林吝,"23,470"
2017,吝备,巢器悼,格,6,林吝,"21,933"
2017,吝备,巢器悼,格,7,林吝,"33,198"
2017,吝备,巢器悼,格,8,林吝,"34,712"
2017,吝备,巢器悼,格,9,林吝,"30,681"
2017,吝备,巢器悼,格,10,林吝,"34,785"
2017,吝备,巢器悼,格,11,林吝,"28,741"
2017,吝备,巢器悼,格,12,林吝,"24,746"
2017,吝备,巢器悼,陛,1,林吝,"29,860"
2017,吝备,巢器悼,陛,2,林吝,"23,432"
2017,吝备,巢器悼,陛,3,林吝,"23,001"
2017,吝备,巢器悼,陛,4,林吝,"21,959"
2017,吝备,巢器悼,陛,5,林吝,"24,088"
2017,吝备,巢器悼,陛,6,林吝,"22,651"
2017,吝备,巢器悼,陛,7,林吝,"33,917"
2017,吝备,巢器悼,陛,8,林吝,"35,168"
2017,吝备,巢器悼,陛,9,林吝,"30,678"
2017,吝备,巢器悼,陛,10,林吝,"35,363"
2017,吝备,巢器悼,陛,11,林吝,"30,196"
2017,吝备,巢器悼,陛,12,林吝,"26,371"
2017,吝备,巢器悼,配,1,林富,"31,626"
2017,吝备,巢器悼,配,2,林富,"29,152"
2017,吝备,巢器悼,配,3,林富,"28,876"
2017,吝备,巢器悼,配,4,林富,"27,580"
2017,吝备,巢器悼,配,5,林富,"28,645"
2017,吝备,巢器悼,配,6,林富,"27,948"
2017,吝备,巢器悼,配,7,林富,"45,303"
2017,吝备,巢器悼,配,8,林富,"45,746"
2017,吝备,巢器悼,配,9,林富,"39,201"
2017,吝备,巢器悼,配,10,林富,"43,938"
2017,吝备,巢器悼,配,11,林富,"38,848"
2017,吝备,巢器悼,配,12,林富,"35,073"
2017,何魂柳备,何傈力1悼,老,1,林富,"178,616"
2017,何魂柳备,何傈力1悼,老,2,林富,"123,168"
2017,何魂柳备,何傈力1悼,老,3,林富,"117,611"
2017,何魂柳备,何傈力1悼,老,4,林富,"117,126"
2017,何魂柳备,何傈力1悼,老,5,林富,"58,059"
2017,何魂柳备,何傈力1悼,老,6,林富,"58,418"
2017,何魂柳备,何傈力1悼,老,7,林富,"73,369"
2017,何魂柳备,何傈力1悼,老,8,林富,"67,876"
2017,何魂柳备,何傈力1悼,老,9,林富,"63,908"
2017,何魂柳备,何傈力1悼,老,10,林富,"67,410"
2017,何魂柳备,何傈力1悼,老,11,林富,"65,306"
2017,何魂柳备,何傈力1悼,老,12,林富,"63,552"
2017,何魂柳备,何傈力1悼,岿,1,林吝,"90,237"
2017,何魂柳备,何傈力1悼,岿,2,林吝,"62,236"
2017,何魂柳备,何傈力1悼,岿,3,林吝,"58,437"
2017,何魂柳备,何傈力1悼,岿,4,林吝,"56,456"
2017,何魂柳备,何傈力1悼,岿,5,林吝,"58,890"
2017,何魂柳备,何傈力1悼,岿,6,林吝,"59,929"
2017,何魂柳备,何傈力1悼,岿,7,林吝,"80,314"
2017,何魂柳备,何傈力1悼,岿,8,林吝,"73,354"
2017,何魂柳备,何傈力1悼,岿,9,林吝,"67,884"
2017,何魂柳备,何傈力1悼,岿,10,林吝,"69,839"
2017,何魂柳备,何傈力1悼,岿,11,林吝,"68,555"
2017,何魂柳备,何傈力1悼,岿,12,林吝,"67,222"
2017,何魂柳备,何傈力1悼,拳,5,林吝,"58,580"
2017,何魂柳备,何傈力1悼,拳,6,林吝,"59,772"
2017,何魂柳备,何傈力1悼,拳,7,林吝,"77,457"
2017,何魂柳备,何傈力1悼,拳,8,林吝,"73,234"
2017,何魂柳备,何傈力1悼,拳,9,林吝,"66,657"
2017,何魂柳备,何傈力1悼,拳,10,林吝,"66,567"
2017,何魂柳备,何傈力1悼,拳,11,林吝,"69,847"
2017,何魂柳备,何傈力1悼,拳,12,林吝,"67,982"
2017,何魂柳备,何傈力1悼,荐,1,林吝,"90,042"
2017,何魂柳备,何傈力1悼,荐,2,林吝,"61,904"
2017,何魂柳备,何傈力1悼,荐,3,林吝,"58,753"
2017,何魂柳备,何傈力1悼,荐,4,林吝,"59,299"
2017,何魂柳备,何傈力1悼,荐,5,林吝,"58,517"
2017,何魂柳备,何傈力1悼,荐,6,林吝,"59,969"
2017,何魂柳备,何傈力1悼,荐,7,林吝,"76,308"
2017,何魂柳备,何傈力1悼,荐,8,林吝,"72,858"
2017,何魂柳备,何傈力1悼,荐,9,林吝,"66,589"
2017,何魂柳备,何傈力1悼,荐,10,林吝,"62,494"
2017,何魂柳备,何傈力1悼,荐,11,林吝,"69,659"
2017,何魂柳备,何傈力1悼,荐,12,林吝,"68,436"
2017,何魂柳备,何傈力1悼,格,1,林吝,"90,340"
2017,何魂柳备,何傈力1悼,格,2,林吝,"62,277"
2017,何魂柳备,何傈力1悼,格,3,林吝,"58,932"
2017,何魂柳备,何傈力1悼,格,4,林吝,"59,954"
2017,何魂柳备,何傈力1悼,格,5,林吝,"60,208"
2017,何魂柳备,何傈力1悼,格,6,林吝,"59,697"
2017,何魂柳备,何傈力1悼,格,7,林吝,"80,705"
2017,何魂柳备,何傈力1悼,格,8,林吝,"72,526"
2017,何魂柳备,何傈力1悼,格,9,林吝,"68,699"
2017,何魂柳备,何傈力1悼,格,10,林吝,"65,652"
2017,何魂柳备,何傈力1悼,格,11,林吝,"69,062"
2017,何魂柳备,何傈力1悼,格,12,林吝,"72,172"
2017,何魂柳备,何傈力1悼,陛,1,林吝,"89,794"
2017,何魂柳备,何傈力1悼,陛,2,林吝,"63,687"
2017,何魂柳备,何傈力1悼,陛,3,林吝,"60,690"
2017,何魂柳备,何傈力1悼,陛,4,林吝,"61,133"
2017,何魂柳备,何傈力1悼,陛,5,林吝,"60,548"
2017,何魂柳备,何傈力1悼,陛,6,林吝,"60,984"
2017,何魂柳备,何傈力1悼,陛,7,林吝,"82,123"
2017,何魂柳备,何傈力1悼,陛,8,林吝,"74,937"
2017,何魂柳备,何傈力1悼,陛,9,林吝,"69,600"
2017,何魂柳备,何傈力1悼,陛,10,林吝,"68,511"
2017,何魂柳备,何傈力1悼,陛,11,林吝,"71,293"
2017,何魂柳备,何傈力1悼,陛,12,林吝,"70,245"
2017,何魂柳备,何傈力1悼,配,1,林富,"90,269"
2017,何魂柳备,何傈力1悼,配,2,林富,"66,331"
2017,何魂柳备,何傈力1悼,配,3,林富,"63,769"
2017,何魂柳备,何傈力1悼,配,4,林富,"63,692"
2017,何魂柳备,何傈力1悼,配,5,林富,"63,083"
2017,何魂柳备,何傈力1悼,配,6,林富,"62,730"
2017,何魂柳备,何傈力1悼,配,7,林富,"80,851"
2017,何魂柳备,何傈力1悼,配,8,林富,"72,749"
2017,何魂柳备,何傈力1悼,配,9,林富,"70,544"
2017,何魂柳备,何傈力1悼,配,10,林富,"69,987"
2017,何魂柳备,何傈力1悼,配,11,林富,"72,471"
2017,何魂柳备,何傈力1悼,配,12,林富,"72,922"
2017,何魂柳备,何傈力2悼,老,1,林富,"245,355"
2017,何魂柳备,何傈力2悼,老,2,林富,"194,009"
2017,何魂柳备,何傈力2悼,老,3,林富,"184,854"
2017,何魂柳备,何傈力2悼,老,4,林富,"170,868"
2017,何魂柳备,何傈力2悼,老,5,林富,"85,139"
2017,何魂柳备,何傈力2悼,老,6,林富,"86,566"
2017,何魂柳备,何傈力2悼,老,7,林富,"126,757"
2017,何魂柳备,何傈力2悼,老,8,林富,"119,711"
2017,何魂柳备,何傈力2悼,老,9,林富,"109,887"
2017,何魂柳备,何傈力2悼,老,10,林富,"121,423"
2017,何魂柳备,何傈力2悼,老,11,林富,"115,762"
2017,何魂柳备,何傈力2悼,老,12,林富,"108,043"
2017,何魂柳备,何傈力2悼,岿,1,林吝,"121,971"
2017,何魂柳备,何傈力2悼,岿,2,林吝,"94,339"
2017,何魂柳备,何傈力2悼,岿,3,林吝,"88,303"
2017,何魂柳备,何傈力2悼,岿,4,林吝,"79,018"
2017,何魂柳备,何傈力2悼,岿,5,林吝,"79,259"
2017,何魂柳备,何傈力2悼,岿,6,林吝,"83,318"
2017,何魂柳备,何傈力2悼,岿,7,林吝,"127,558"
2017,何魂柳备,何傈力2悼,岿,8,林吝,"119,502"
2017,何魂柳备,何傈力2悼,岿,9,林吝,"107,111"
2017,何魂柳备,何傈力2悼,岿,10,林吝,"118,524"
2017,何魂柳备,何傈力2悼,岿,11,林吝,"110,376"
2017,何魂柳备,何傈力2悼,岿,12,林吝,"110,362"
2017,何魂柳备,何傈力2悼,拳,5,林吝,"79,565"
2017,何魂柳备,何傈力2悼,拳,6,林吝,"83,609"
2017,何魂柳备,何傈力2悼,拳,7,林吝,"121,251"
2017,何魂柳备,何傈力2悼,拳,8,林吝,"119,692"
2017,何魂柳备,何傈力2悼,拳,9,林吝,"103,429"
2017,何魂柳备,何傈力2悼,拳,10,林吝,"111,149"
2017,何魂柳备,何傈力2悼,拳,11,林吝,"112,110"
2017,何魂柳备,何傈力2悼,拳,12,林吝,"107,764"
2017,何魂柳备,何傈力2悼,荐,1,林吝,"121,741"
2017,何魂柳备,何傈力2悼,荐,2,林吝,"94,561"
2017,何魂柳备,何傈力2悼,荐,3,林吝,"89,642"
2017,何魂柳备,何傈力2悼,荐,4,林吝,"83,631"
2017,何魂柳备,何傈力2悼,荐,5,林吝,"80,100"
2017,何魂柳备,何傈力2悼,荐,6,林吝,"83,651"
2017,何魂柳备,何傈力2悼,荐,7,林吝,"120,300"
2017,何魂柳备,何傈力2悼,荐,8,林吝,"117,876"
2017,何魂柳备,何傈力2悼,荐,9,林吝,"105,691"
2017,何魂柳备,何傈力2悼,荐,10,林吝,"104,635"
2017,何魂柳备,何傈力2悼,荐,11,林吝,"112,406"
2017,何魂柳备,何傈力2悼,荐,12,林吝,"107,662"
2017,何魂柳备,何傈力2悼,格,1,林吝,"122,413"
2017,何魂柳备,何傈力2悼,格,2,林吝,"95,034"
2017,何魂柳备,何傈力2悼,格,3,林吝,"88,724"
2017,何魂柳备,何傈力2悼,格,4,林吝,"84,828"
2017,何魂柳备,何傈力2悼,格,5,林吝,"82,273"
2017,何魂柳备,何傈力2悼,格,6,林吝,"83,663"
2017,何魂柳备,何傈力2悼,格,7,林吝,"128,543"
2017,何魂柳备,何傈力2悼,格,8,林吝,"118,656"
2017,何魂柳备,何傈力2悼,格,9,林吝,"108,795"
2017,何魂柳备,何傈力2悼,格,10,林吝,"113,674"
2017,何魂柳备,何傈力2悼,格,11,林吝,"113,785"
2017,何魂柳备,何傈力2悼,格,12,林吝,"114,507"
2017,何魂柳备,何傈力2悼,陛,1,林吝,"121,764"
2017,何魂柳备,何傈力2悼,陛,2,林吝,"98,763"
2017,何魂柳备,何傈力2悼,陛,3,林吝,"93,438"
2017,何魂柳备,何傈力2悼,陛,4,林吝,"88,120"
2017,何魂柳备,何傈力2悼,陛,5,林吝,"84,632"
2017,何魂柳备,何傈力2悼,陛,6,林吝,"86,670"
2017,何魂柳备,何傈力2悼,陛,7,林吝,"132,374"
2017,何魂柳备,何傈力2悼,陛,8,林吝,"124,554"
2017,何魂柳备,何傈力2悼,陛,9,林吝,"112,746"
2017,何魂柳备,何傈力2悼,陛,10,林吝,"121,289"
2017,何魂柳备,何傈力2悼,陛,11,林吝,"119,664"
2017,何魂柳备,何傈力2悼,陛,12,林吝,"114,126"
2017,何魂柳备,何傈力2悼,配,1,林富,"125,330"
2017,何魂柳备,何傈力2悼,配,2,林富,"110,604"
2017,何魂柳备,何傈力2悼,配,3,林富,"106,618"
2017,何魂柳备,何傈力2悼,配,4,林富,"98,935"
2017,何魂柳备,何傈力2悼,配,5,林富,"94,344"
2017,何魂柳备,何傈力2悼,配,6,林富,"94,916"
2017,何魂柳备,何傈力2悼,配,7,林富,"140,691"
2017,何魂柳备,何傈力2悼,配,8,林富,"131,357"
2017,何魂柳备,何傈力2悼,配,9,林富,"124,400"
2017,何魂柳备,何傈力2悼,配,10,林富,"131,505"
2017,何魂柳备,何傈力2悼,配,11,林富,"132,663"
2017,何魂柳备,何傈力2悼,配,12,林富,"126,879"
2017,秦款措备,快力1悼,老,1,林富,"78,987"
2017,秦款措备,快力1悼,老,2,林富,"100,015"
2017,秦款措备,快力1悼,老,3,林富,"94,828"
2017,秦款措备,快力1悼,老,4,林富,"94,897"
2017,秦款措备,快力1悼,老,5,林富,"53,445"
2017,秦款措备,快力1悼,老,6,林富,"53,550"
2017,秦款措备,快力1悼,老,7,林富,"85,696"
2017,秦款措备,快力1悼,老,8,林富,"79,934"
2017,秦款措备,快力1悼,老,9,林富,"64,872"
2017,秦款措备,快力1悼,老,10,林富,"71,020"
2017,秦款措备,快力1悼,老,11,林富,"64,725"
2017,秦款措备,快力1悼,老,12,林富,"62,486"
2017,秦款措备,快力1悼,岿,1,林吝,"37,444"
2017,秦款措备,快力1悼,岿,2,林吝,"46,814"
2017,秦款措备,快力1悼,岿,3,林吝,"44,576"
2017,秦款措备,快力1悼,岿,4,林吝,"44,354"
2017,秦款措备,快力1悼,岿,5,林吝,"48,381"
2017,秦款措备,快力1悼,岿,6,林吝,"48,587"
2017,秦款措备,快力1悼,岿,7,林吝,"68,487"
2017,秦款措备,快力1悼,岿,8,林吝,"68,401"
2017,秦款措备,快力1悼,岿,9,林吝,"51,225"
2017,秦款措备,快力1悼,岿,10,林吝,"54,728"
2017,秦款措备,快力1悼,岿,11,林吝,"54,911"
2017,秦款措备,快力1悼,岿,12,林吝,"54,063"
2017,秦款措备,快力1悼,拳,5,林吝,"48,098"
2017,秦款措备,快力1悼,拳,6,林吝,"49,262"
2017,秦款措备,快力1悼,拳,7,林吝,"61,308"
2017,秦款措备,快力1悼,拳,8,林吝,"68,830"
2017,秦款措备,快力1悼,拳,9,林吝,"51,252"
2017,秦款措备,快力1悼,拳,10,林吝,"58,225"
2017,秦款措备,快力1悼,拳,11,林吝,"55,372"
2017,秦款措备,快力1悼,拳,12,林吝,"50,036"
2017,秦款措备,快力1悼,荐,1,林吝,"37,431"
2017,秦款措备,快力1悼,荐,2,林吝,"46,533"
2017,秦款措备,快力1悼,荐,3,林吝,"45,476"
2017,秦款措备,快力1悼,荐,4,林吝,"44,337"
2017,秦款措备,快力1悼,荐,5,林吝,"49,231"
2017,秦款措备,快力1悼,荐,6,林吝,"48,324"
2017,秦款措备,快力1悼,荐,7,林吝,"58,937"
2017,秦款措备,快力1悼,荐,8,林吝,"64,514"
2017,秦款措备,快力1悼,荐,9,林吝,"56,497"
2017,秦款措备,快力1悼,荐,10,林吝,"58,777"
2017,秦款措备,快力1悼,荐,11,林吝,"56,506"
2017,秦款措备,快力1悼,荐,12,林吝,"48,996"
2017,秦款措备,快力1悼,格,1,林吝,"37,145"
2017,秦款措备,快力1悼,格,2,林吝,"46,892"
2017,秦款措备,快力1悼,格,3,林吝,"44,619"
2017,秦款措备,快力1悼,格,4,林吝,"44,539"
2017,秦款措备,快力1悼,格,5,林吝,"50,359"
2017,秦款措备,快力1悼,格,6,林吝,"48,357"
2017,秦款措备,快力1悼,格,7,林吝,"62,363"
2017,秦款措备,快力1悼,格,8,林吝,"65,276"
2017,秦款措备,快力1悼,格,9,林吝,"53,988"
2017,秦款措备,快力1悼,格,10,林吝,"64,097"
2017,秦款措备,快力1悼,格,11,林吝,"56,842"
2017,秦款措备,快力1悼,格,12,林吝,"51,975"
2017,秦款措备,快力1悼,陛,1,林吝,"37,979"
2017,秦款措备,快力1悼,陛,2,林吝,"47,582"
2017,秦款措备,快力1悼,陛,3,林吝,"45,425"
2017,秦款措备,快力1悼,陛,4,林吝,"45,361"
2017,秦款措备,快力1悼,陛,5,林吝,"51,097"
2017,秦款措备,快力1悼,陛,6,林吝,"48,861"
2017,秦款措备,快力1悼,陛,7,林吝,"64,128"
2017,秦款措备,快力1悼,陛,8,林吝,"68,098"
2017,秦款措备,快力1悼,陛,9,林吝,"55,279"
2017,秦款措备,快力1悼,陛,10,林吝,"65,109"
2017,秦款措备,快力1悼,陛,11,林吝,"57,662"
2017,秦款措备,快力1悼,陛,12,林吝,"52,310"
2017,秦款措备,快力1悼,配,1,林富,"40,244"
2017,秦款措备,快力1悼,配,2,林富,"52,607"
2017,秦款措备,快力1悼,配,3,林富,"49,708"
2017,秦款措备,快力1悼,配,4,林富,"49,757"
2017,秦款措备,快力1悼,配,5,林富,"54,186"
2017,秦款措备,快力1悼,配,6,林富,"52,356"
2017,秦款措备,快力1悼,配,7,林富,"81,412"
2017,秦款措备,快力1悼,配,8,林富,"80,581"
2017,秦款措备,快力1悼,配,9,林富,"69,265"
2017,秦款措备,快力1悼,配,10,林富,"73,418"
2017,秦款措备,快力1悼,配,11,林富,"66,437"
2017,秦款措备,快力1悼,配,12,林富,"58,955"
2017,秦款措备,快力2悼,老,1,林富,"128,102"
2017,秦款措备,快力2悼,老,2,林富,"133,041"
2017,秦款措备,快力2悼,老,3,林富,"140,268"
2017,秦款措备,快力2悼,老,4,林富,"138,262"
2017,秦款措备,快力2悼,老,5,林富,"68,913"
2017,秦款措备,快力2悼,老,6,林富,"77,393"
2017,秦款措备,快力2悼,老,7,林富,"115,623"
2017,秦款措备,快力2悼,老,8,林富,"103,017"
2017,秦款措备,快力2悼,老,9,林富,"101,836"
2017,秦款措备,快力2悼,老,10,林富,"105,412"
2017,秦款措备,快力2悼,老,11,林富,"96,895"
2017,秦款措备,快力2悼,老,12,林富,"93,908"
2017,秦款措备,快力2悼,岿,1,林吝,"62,185"
2017,秦款措备,快力2悼,岿,2,林吝,"63,125"
2017,秦款措备,快力2悼,岿,3,林吝,"65,414"
2017,秦款措备,快力2悼,岿,4,林吝,"65,355"
2017,秦款措备,快力2悼,岿,5,林吝,"63,112"
2017,秦款措备,快力2悼,岿,6,林吝,"69,572"
2017,秦款措备,快力2悼,岿,7,林吝,"97,180"
